img_name,masked_image,binary_image,clone,rep,tuber,sprouting,hollow_heart,IBS,bruise,cracks,stemend_browning,anthocyanin,vascular_discoloration,greening,unknow_defect
49_1_8,49_1_8_masked.jpg,49_1_8_binary.jpg,49,1,8,0,0,0,0,0,0,0,0,0,0
49_1_9,49_1_9_masked.jpg,49_1_9_binary.jpg,49,1,9,0,0,0,0,0,0,0,0,0,0
49_1_10,49_1_10_masked.jpg,49_1_10_binary.jpg,49,1,10,0,0,0,0,0,0,0,0,0,0
49_2_1,49_2_1_masked.jpg,49_2_1_binary.jpg,49,2,1,0,0,0,0,0,0,0,0,0,0
49_2_2,49_2_2_masked.jpg,49_2_2_binary.jpg,49,2,2,0,0,0,0,0,0,0,0,0,0
49_2_3,49_2_3_masked.jpg,49_2_3_binary.jpg,49,2,3,0,0,0,0,0,0,0,0,0,0
49_2_4,49_2_4_masked.jpg,49_2_4_binary.jpg,49,2,4,0,0,0,0,0,0,0,0,0,0
49_2_5,49_2_5_masked.jpg,49_2_5_binary.jpg,49,2,5,0,0,0,0,0,0,0,0,0,0
50_1_6,50_1_6_masked.jpg,50_1_6_binary.jpg,50,1,6,0,0,0,0,0,0,0,0,0,0
50_1_7,50_1_7_masked.jpg,50_1_7_binary.jpg,50,1,7,0,0,0,0,0,0,0,0,0,0
50_1_8,50_1_8_masked.jpg,50_1_8_binary.jpg,50,1,8,0,0,0,0,0,0,0,0,0,0
50_1_9,50_1_9_masked.jpg,50_1_9_binary.jpg,50,1,9,0,0,0,0,0,0,0,0,0,0
50_1_10,50_1_10_masked.jpg,50_1_10_binary.jpg,50,1,10,1,0,0,0,0,0,0,0,0,0
50_2_1,50_2_1_masked.jpg,50_2_1_binary.jpg,50,2,1,0,0,0,0,0,0,0,0,0,0
50_2_2,50_2_2_masked.jpg,50_2_2_binary.jpg,50,2,2,0,0,0,0,0,0,0,0,0,0
50_2_3,50_2_3_masked.jpg,50_2_3_binary.jpg,50,2,3,0,0,0,0,0,0,0,0,0,0
50_2_4,50_2_4_masked.jpg,50_2_4_binary.jpg,50,2,4,0,0,0,0,0,0,0,0,0,0
50_2_5,50_2_5_masked.jpg,50_2_5_binary.jpg,50,2,5,0,0,0,0,0,0,0,0,0,0
51_1_6,51_1_6_masked.jpg,51_1_6_binary.jpg,51,1,6,0,0,0,0,0,0,0,0,0,0
51_1_7,51_1_7_masked.jpg,51_1_7_binary.jpg,51,1,7,0,0,0,0,0,0,0,0,0,0
51_1_8,51_1_8_masked.jpg,51_1_8_binary.jpg,51,1,8,0,0,0,0,0,0,0,0,0,0
51_1_9,51_1_9_masked.jpg,51_1_9_binary.jpg,51,1,9,0,0,0,0,0,0,0,0,0,0
51_1_10,51_1_10_masked.jpg,51_1_10_binary.jpg,51,1,10,0,0,0,0,0,0,0,0,0,0
51_2_1,51_2_1_masked.jpg,51_2_1_binary.jpg,51,2,1,0,0,0,0,0,0,0,0,0,0
51_2_2,51_2_2_masked.jpg,51_2_2_binary.jpg,51,2,2,0,0,0,0,0,0,0,0,0,0
51_2_3,51_2_3_masked.jpg,51_2_3_binary.jpg,51,2,3,0,0,0,0,0,0,0,0,0,0
51_2_4,51_2_4_masked.jpg,51_2_4_binary.jpg,51,2,4,0,0,0,1,0,0,0,0,0,0
51_2_5,51_2_5_masked.jpg,51_2_5_binary.jpg,51,2,5,0,0,0,0,0,0,0,0,0,0
52_1_6,52_1_6_masked.jpg,52_1_6_binary.jpg,52,1,6,0,0,0,1,0,0,0,0,0,0
52_1_7,52_1_7_masked.jpg,52_1_7_binary.jpg,52,1,7,0,0,0,1,0,0,0,0,0,0
52_1_8,52_1_8_masked.jpg,52_1_8_binary.jpg,52,1,8,0,0,0,1,0,0,0,0,0,0
52_1_9,52_1_9_masked.jpg,52_1_9_binary.jpg,52,1,9,0,0,0,0,1,0,0,0,0,0
52_1_10,52_1_10_masked.jpg,52_1_10_binary.jpg,52,1,10,0,0,0,1,0,0,0,0,0,0
52_2_1,52_2_1_masked.jpg,52_2_1_binary.jpg,52,2,1,0,0,0,0,0,0,0,0,0,0
52_2_2,52_2_2_masked.jpg,52_2_2_binary.jpg,52,2,2,0,0,0,0,0,0,0,0,0,0
52_2_3,52_2_3_masked.jpg,52_2_3_binary.jpg,52,2,3,0,0,0,0,0,0,0,0,0,0
52_2_4,52_2_4_masked.jpg,52_2_4_binary.jpg,52,2,4,0,0,0,0,0,0,0,0,0,0
52_2_5,52_2_5_masked.jpg,52_2_5_binary.jpg,52,2,5,0,0,0,1,1,0,0,0,0,0
53_1_6,53_1_6_masked.jpg,53_1_6_binary.jpg,53,1,6,0,0,0,1,0,1,0,0,0,0
53_1_7,53_1_7_masked.jpg,53_1_7_binary.jpg,53,1,7,0,0,0,1,0,1,0,0,0,0
53_1_8,53_1_8_masked.jpg,53_1_8_binary.jpg,53,1,8,0,0,0,0,1,0,0,0,0,0
53_1_9,53_1_9_masked.jpg,53_1_9_binary.jpg,53,1,9,0,0,0,0,0,0,0,0,0,0
53_1_10,53_1_10_masked.jpg,53_1_10_binary.jpg,53,1,10,0,0,0,0,0,0,0,0,0,0
53_2_1,53_2_1_masked.jpg,53_2_1_binary.jpg,53,2,1,0,0,0,1,0,1,0,0,0,0
53_2_2,53_2_2_masked.jpg,53_2_2_binary.jpg,53,2,2,0,0,0,1,0,1,0,0,0,0
53_2_3,53_2_3_masked.jpg,53_2_3_binary.jpg,53,2,3,0,0,0,1,0,1,0,0,0,0
53_2_4,53_2_4_masked.jpg,53_2_4_binary.jpg,53,2,4,0,0,0,0,0,0,0,0,0,0
53_2_5,53_2_5_masked.jpg,53_2_5_binary.jpg,53,2,5,0,0,0,0,0,0,0,0,0,0
54_1_6,54_1_6_masked.jpg,54_1_6_binary.jpg,54,1,6,0,0,0,0,0,0,0,0,0,0
54_1_7,54_1_7_masked.jpg,54_1_7_binary.jpg,54,1,7,0,0,0,0,0,0,0,0,0,0
54_1_8,54_1_8_masked.jpg,54_1_8_binary.jpg,54,1,8,0,0,0,0,0,0,0,0,0,0
54_1_9,54_1_9_masked.jpg,54_1_9_binary.jpg,54,1,9,0,0,0,0,0,0,0,0,0,0
54_1_10,54_1_10_masked.jpg,54_1_10_binary.jpg,54,1,10,0,0,0,0,0,0,0,0,0,0
54_2_1,54_2_1_masked.jpg,54_2_1_binary.jpg,54,2,1,0,0,0,0,0,0,0,0,0,0
54_2_2,54_2_2_masked.jpg,54_2_2_binary.jpg,54,2,2,0,0,0,0,1,0,0,0,0,0
54_2_3,54_2_3_masked.jpg,54_2_3_binary.jpg,54,2,3,0,0,0,0,1,0,0,0,0,0
54_2_4,54_2_4_masked.jpg,54_2_4_binary.jpg,54,2,4,0,0,0,0,0,0,0,0,0,0
54_2_5,54_2_5_masked.jpg,54_2_5_binary.jpg,54,2,5,0,0,0,0,0,0,0,0,0,0
55_1_6,55_1_6_masked.jpg,55_1_6_binary.jpg,55,1,6,0,0,0,0,0,0,0,0,0,0
55_1_7,55_1_7_masked.jpg,55_1_7_binary.jpg,55,1,7,0,0,0,0,0,0,0,0,0,0
55_1_8,55_1_8_masked.jpg,55_1_8_binary.jpg,55,1,8,1,0,0,0,0,0,0,0,0,0
55_1_9,55_1_9_masked.jpg,55_1_9_binary.jpg,55,1,9,0,0,0,0,0,0,0,0,0,0
55_1_10,55_1_10_masked.jpg,55_1_10_binary.jpg,55,1,10,1,0,0,0,0,0,0,1,0,0
55_2_1,55_2_1_masked.jpg,55_2_1_binary.jpg,55,2,1,0,0,0,0,0,0,0,0,0,0
55_2_2,55_2_2_masked.jpg,55_2_2_binary.jpg,55,2,2,0,0,0,0,0,0,0,0,0,0
55_2_3,55_2_3_masked.jpg,55_2_3_binary.jpg,55,2,3,0,0,0,0,0,0,0,0,0,0
55_2_4,55_2_4_masked.jpg,55_2_4_binary.jpg,55,2,4,0,0,0,0,0,0,0,0,0,0
55_2_5,55_2_5_masked.jpg,55_2_5_binary.jpg,55,2,5,1,0,0,0,0,0,0,0,0,0
56_1_6,56_1_6_masked.jpg,56_1_6_binary.jpg,56,1,6,0,0,0,1,0,0,0,0,0,1
56_1_7,56_1_7_masked.jpg,56_1_7_binary.jpg,56,1,7,0,0,0,0,0,0,0,0,0,0
56_1_8,56_1_8_masked.jpg,56_1_8_binary.jpg,56,1,8,0,0,0,0,0,0,0,0,0,0
56_1_9,56_1_9_masked.jpg,56_1_9_binary.jpg,56,1,9,0,0,0,0,0,0,0,0,0,0
56_1_10,56_1_10_masked.jpg,56_1_10_binary.jpg,56,1,10,0,0,0,0,0,0,0,0,0,0
56_2_1,56_2_1_masked.jpg,56_2_1_binary.jpg,56,2,1,0,0,0,0,0,0,0,0,0,0
56_2_2,56_2_2_masked.jpg,56_2_2_binary.jpg,56,2,2,0,0,0,0,0,0,0,0,0,0
56_2_3,56_2_3_masked.jpg,56_2_3_binary.jpg,56,2,3,0,0,0,0,0,0,0,0,0,0
56_2_4,56_2_4_masked.jpg,56_2_4_binary.jpg,56,2,4,0,0,0,0,0,0,0,0,0,1
56_2_5,56_2_5_masked.jpg,56_2_5_binary.jpg,56,2,5,0,0,0,0,0,0,0,0,0,0
57_1_6,57_1_6_masked.jpg,57_1_6_binary.jpg,57,1,6,0,0,1,0,0,0,0,0,0,0
57_1_7,57_1_7_masked.jpg,57_1_7_binary.jpg,57,1,7,0,0,1,0,0,0,0,0,0,0
57_1_8,57_1_8_masked.jpg,57_1_8_binary.jpg,57,1,8,0,0,1,0,0,0,0,0,0,0
57_1_9,57_1_9_masked.jpg,57_1_9_binary.jpg,57,1,9,0,0,1,0,0,0,0,0,0,0
57_1_10,57_1_10_masked.jpg,57_1_10_binary.jpg,57,1,10,0,0,0,0,0,0,0,1,0,0
57_2_1,57_2_1_masked.jpg,57_2_1_binary.jpg,57,2,1,0,0,0,0,0,0,0,0,0,0
57_2_2,57_2_2_masked.jpg,57_2_2_binary.jpg,57,2,2,0,0,0,0,0,0,0,0,0,0
57_2_3,57_2_3_masked.jpg,57_2_3_binary.jpg,57,2,3,0,0,0,0,0,0,0,0,0,0
57_2_4,57_2_4_masked.jpg,57_2_4_binary.jpg,57,2,4,0,0,0,0,0,0,0,0,0,0
57_2_5,57_2_5_masked.jpg,57_2_5_binary.jpg,57,2,5,0,0,0,0,0,0,0,0,0,0
58_1_6,58_1_6_masked.jpg,58_1_6_binary.jpg,58,1,6,0,0,1,0,0,0,0,0,0,0
58_1_7,58_1_7_masked.jpg,58_1_7_binary.jpg,58,1,7,0,0,1,0,0,0,0,0,0,0
58_1_8,58_1_8_masked.jpg,58_1_8_binary.jpg,58,1,8,0,0,1,0,0,0,0,0,0,0
58_1_9,58_1_9_masked.jpg,58_1_9_binary.jpg,58,1,9,0,0,1,0,0,0,0,0,0,0
58_1_10,58_1_10_masked.jpg,58_1_10_binary.jpg,58,1,10,0,0,1,0,0,0,0,0,0,0
58_2_1,58_2_1_masked.jpg,58_2_1_binary.jpg,58,2,1,0,0,1,0,0,0,0,0,0,0
58_2_2,58_2_2_masked.jpg,58_2_2_binary.jpg,58,2,2,0,0,1,0,0,0,0,0,0,0
58_2_3,58_2_3_masked.jpg,58_2_3_binary.jpg,58,2,3,0,0,1,0,0,0,0,0,0,0
58_2_4,58_2_4_masked.jpg,58_2_4_binary.jpg,58,2,4,0,0,1,0,0,0,0,0,0,0
58_2_5,58_2_5_masked.jpg,58_2_5_binary.jpg,58,2,5,0,0,1,0,0,0,0,0,0,0
59_1_6,59_1_6_masked.jpg,59_1_6_binary.jpg,59,1,6,0,0,1,0,0,0,0,0,0,0
59_1_7,59_1_7_masked.jpg,59_1_7_binary.jpg,59,1,7,0,0,1,0,0,0,0,0,0,0
59_1_8,59_1_8_masked.jpg,59_1_8_binary.jpg,59,1,8,0,0,1,0,0,0,0,0,0,0
59_1_9,59_1_9_masked.jpg,59_1_9_binary.jpg,59,1,9,0,0,1,0,0,0,0,0,0,0
59_1_10,59_1_10_masked.jpg,59_1_10_binary.jpg,59,1,10,0,0,1,0,0,0,0,1,0,0
59_2_1,59_2_1_masked.jpg,59_2_1_binary.jpg,59,2,1,0,0,0,0,0,0,0,0,0,0
59_2_2,59_2_2_masked.jpg,59_2_2_binary.jpg,59,2,2,0,0,0,0,0,0,0,1,0,0
59_2_3,59_2_3_masked.jpg,59_2_3_binary.jpg,59,2,3,0,0,0,0,0,0,0,0,0,0
59_2_4,59_2_4_masked.jpg,59_2_4_binary.jpg,59,2,4,0,0,0,0,0,0,0,0,0,0
59_2_5,59_2_5_masked.jpg,59_2_5_binary.jpg,59,2,5,0,0,1,0,0,0,0,1,0,0
60_1_6,60_1_6_masked.jpg,60_1_6_binary.jpg,60,1,6,0,0,0,0,0,0,0,0,0,0
60_1_7,60_1_7_masked.jpg,60_1_7_binary.jpg,60,1,7,0,0,0,0,0,0,0,0,0,0
60_1_8,60_1_8_masked.jpg,60_1_8_binary.jpg,60,1,8,0,0,0,0,0,0,0,0,0,0
60_1_9,60_1_9_masked.jpg,60_1_9_binary.jpg,60,1,9,1,0,0,0,0,0,0,0,0,0
60_1_10,60_1_10_masked.jpg,60_1_10_binary.jpg,60,1,10,0,0,0,0,0,0,0,0,0,0
60_2_1,60_2_1_masked.jpg,60_2_1_binary.jpg,60,2,1,0,0,0,0,0,0,0,0,0,0
60_2_2,60_2_2_masked.jpg,60_2_2_binary.jpg,60,2,2,0,0,0,0,0,0,0,0,0,0
60_2_3,60_2_3_masked.jpg,60_2_3_binary.jpg,60,2,3,0,0,0,0,0,0,0,0,0,0
60_2_4,60_2_4_masked.jpg,60_2_4_binary.jpg,60,2,4,0,0,0,0,0,0,0,0,0,0
60_2_5,60_2_5_masked.jpg,60_2_5_binary.jpg,60,2,5,0,0,0,0,0,0,0,0,0,0
61_1_6,61_1_6_masked.jpg,61_1_6_binary.jpg,61,1,6,0,0,0,0,0,0,0,0,1,0
61_1_7,61_1_7_masked.jpg,61_1_7_binary.jpg,61,1,7,0,0,0,0,0,0,0,0,0,0
61_1_8,61_1_8_masked.jpg,61_1_8_binary.jpg,61,1,8,0,0,0,0,0,0,0,0,0,0
61_1_9,61_1_9_masked.jpg,61_1_9_binary.jpg,61,1,9,0,0,0,0,0,0,0,0,0,0
61_1_10,61_1_10_masked.jpg,61_1_10_binary.jpg,61,1,10,0,0,0,0,0,0,0,0,0,0
61_2_1,61_2_1_masked.jpg,61_2_1_binary.jpg,61,2,1,0,0,0,0,0,0,0,0,0,0
61_2_2,61_2_2_masked.jpg,61_2_2_binary.jpg,61,2,2,0,0,0,0,0,0,0,0,0,0
61_2_3,61_2_3_masked.jpg,61_2_3_binary.jpg,61,2,3,0,0,0,0,0,0,0,0,0,0
61_2_4,61_2_4_masked.jpg,61_2_4_binary.jpg,61,2,4,0,0,0,0,0,0,0,0,0,0
61_2_5,61_2_5_masked.jpg,61_2_5_binary.jpg,61,2,5,0,0,0,0,0,0,0,0,0,0
62_1_6,62_1_6_masked.jpg,62_1_6_binary.jpg,62,1,6,0,0,0,1,0,1,0,0,0,0
62_1_7,62_1_7_masked.jpg,62_1_7_binary.jpg,62,1,7,0,0,0,1,0,1,0,0,0,0
62_1_8,62_1_8_masked.jpg,62_1_8_binary.jpg,62,1,8,0,0,0,1,0,1,0,0,0,0
62_1_9,62_1_9_masked.jpg,62_1_9_binary.jpg,62,1,9,0,0,0,0,0,0,0,0,0,0
62_1_10,62_1_10_masked.jpg,62_1_10_binary.jpg,62,1,10,0,0,0,1,0,1,0,0,0,0
62_2_1,62_2_1_masked.jpg,62_2_1_binary.jpg,62,2,1,0,0,0,1,0,1,0,1,0,0
62_2_2,62_2_2_masked.jpg,62_2_2_binary.jpg,62,2,2,0,0,0,1,1,0,0,1,0,0
62_2_3,62_2_3_masked.jpg,62_2_3_binary.jpg,62,2,3,0,0,0,1,0,1,0,0,0,0
62_2_4,62_2_4_masked.jpg,62_2_4_binary.jpg,62,2,4,0,0,0,1,0,1,0,0,0,0
62_2_5,62_2_5_masked.jpg,62_2_5_binary.jpg,62,2,5,0,0,0,0,0,0,0,1,0,0
63_1_6,63_1_6_masked.jpg,63_1_6_binary.jpg,63,1,6,0,0,1,0,0,0,0,0,0,0
63_1_7,63_1_7_masked.jpg,63_1_7_binary.jpg,63,1,7,0,0,1,0,0,0,0,0,0,0
63_1_8,63_1_8_masked.jpg,63_1_8_binary.jpg,63,1,8,0,0,0,1,0,0,0,0,0,0
63_1_9,63_1_9_masked.jpg,63_1_9_binary.jpg,63,1,9,0,0,0,0,0,0,0,0,0,0
63_1_10,63_1_10_masked.jpg,63_1_10_binary.jpg,63,1,10,0,0,0,0,0,0,0,0,0,0
63_2_1,63_2_1_masked.jpg,63_2_1_binary.jpg,63,2,1,0,0,0,0,0,0,0,0,0,0
63_2_2,63_2_2_masked.jpg,63_2_2_binary.jpg,63,2,2,0,0,0,0,0,0,0,0,0,0
63_2_3,63_2_3_masked.jpg,63_2_3_binary.jpg,63,2,3,0,0,0,0,0,0,0,0,0,0
63_2_4,63_2_4_masked.jpg,63_2_4_binary.jpg,63,2,4,0,0,0,0,0,0,0,0,0,0
63_2_5,63_2_5_masked.jpg,63_2_5_binary.jpg,63,2,5,0,0,0,0,0,0,0,0,0,0
64_1_6,64_1_6_masked.jpg,64_1_6_binary.jpg,64,1,6,0,0,0,0,0,0,0,0,0,0
64_1_7,64_1_7_masked.jpg,64_1_7_binary.jpg,64,1,7,0,0,0,0,0,0,0,0,0,0
64_1_8,64_1_8_masked.jpg,64_1_8_binary.jpg,64,1,8,0,0,0,0,0,0,0,0,0,0
64_1_9,64_1_9_masked.jpg,64_1_9_binary.jpg,64,1,9,0,0,0,0,0,0,0,0,0,0
64_1_10,64_1_10_masked.jpg,64_1_10_binary.jpg,64,1,10,0,0,0,0,0,0,0,0,0,0
64_2_1,64_2_1_masked.jpg,64_2_1_binary.jpg,64,2,1,0,0,0,0,0,0,0,0,0,0
64_2_2,64_2_2_masked.jpg,64_2_2_binary.jpg,64,2,2,0,0,0,0,0,0,0,0,0,0
64_2_3,64_2_3_masked.jpg,64_2_3_binary.jpg,64,2,3,0,0,0,0,0,0,0,0,0,0
64_2_4,64_2_4_masked.jpg,64_2_4_binary.jpg,64,2,4,0,0,0,0,0,0,0,0,0,0
64_2_5,64_2_5_masked.jpg,64_2_5_binary.jpg,64,2,5,0,0,0,0,0,0,0,0,0,0
65_1_6,65_1_6_masked.jpg,65_1_6_binary.jpg,65,1,6,0,1,0,0,0,0,0,0,0,0
65_1_7,65_1_7_masked.jpg,65_1_7_binary.jpg,65,1,7,0,0,0,0,0,0,0,0,0,0
65_1_8,65_1_8_masked.jpg,65_1_8_binary.jpg,65,1,8,0,0,0,0,0,0,0,0,0,0
65_1_9,65_1_9_masked.jpg,65_1_9_binary.jpg,65,1,9,0,0,0,0,0,0,0,0,0,0
65_1_10,65_1_10_masked.jpg,65_1_10_binary.jpg,65,1,10,0,0,0,0,0,0,0,0,0,0
65_2_1,65_2_1_masked.jpg,65_2_1_binary.jpg,65,2,1,0,0,0,0,0,0,0,0,0,0
65_2_2,65_2_2_masked.jpg,65_2_2_binary.jpg,65,2,2,0,0,0,0,0,0,0,0,0,0
65_2_3,65_2_3_masked.jpg,65_2_3_binary.jpg,65,2,3,0,0,0,0,0,0,0,0,0,0
65_2_4,65_2_4_masked.jpg,65_2_4_binary.jpg,65,2,4,0,0,0,0,0,0,0,0,0,0
65_2_5,65_2_5_masked.jpg,65_2_5_binary.jpg,65,2,5,0,0,0,0,0,0,0,0,0,0
66_1_6,66_1_6_masked.jpg,66_1_6_binary.jpg,66,1,6,0,0,1,0,0,0,0,0,0,0
66_1_7,66_1_7_masked.jpg,66_1_7_binary.jpg,66,1,7,0,0,0,0,0,0,0,0,0,0
66_1_8,66_1_8_masked.jpg,66_1_8_binary.jpg,66,1,8,0,0,0,0,0,0,0,0,0,0
66_1_9,66_1_9_masked.jpg,66_1_9_binary.jpg,66,1,9,0,0,0,0,0,0,0,0,0,0
66_1_10,66_1_10_masked.jpg,66_1_10_binary.jpg,66,1,10,0,0,0,0,0,0,0,0,0,0
66_2_1,66_2_1_masked.jpg,66_2_1_binary.jpg,66,2,1,0,0,0,0,0,0,0,0,0,0
66_2_2,66_2_2_masked.jpg,66_2_2_binary.jpg,66,2,2,0,0,0,0,0,0,0,0,0,0
66_2_3,66_2_3_masked.jpg,66_2_3_binary.jpg,66,2,3,0,0,0,0,0,0,0,0,0,0
66_2_4,66_2_4_masked.jpg,66_2_4_binary.jpg,66,2,4,0,0,0,0,0,0,0,0,0,0
66_2_5,66_2_5_masked.jpg,66_2_5_binary.jpg,66,2,5,0,0,0,0,0,0,0,0,0,0
67_1_6,67_1_6_masked.jpg,67_1_6_binary.jpg,67,1,6,0,0,0,1,0,0,0,1,0,0
67_1_7,67_1_7_masked.jpg,67_1_7_binary.jpg,67,1,7,0,1,0,1,0,0,0,1,0,0
67_1_8,67_1_8_masked.jpg,67_1_8_binary.jpg,67,1,8,0,0,1,1,0,0,0,1,0,0
67_1_9,67_1_9_masked.jpg,67_1_9_binary.jpg,67,1,9,0,0,0,0,0,0,0,1,0,0
67_1_10,67_1_10_masked.jpg,67_1_10_binary.jpg,67,1,10,0,0,0,0,0,0,0,0,0,0
67_2_1,67_2_1_masked.jpg,67_2_1_binary.jpg,67,2,1,0,1,0,0,0,0,0,0,0,0
67_2_2,67_2_2_masked.jpg,67_2_2_binary.jpg,67,2,2,0,0,0,0,0,0,0,0,0,0
67_2_3,67_2_3_masked.jpg,67_2_3_binary.jpg,67,2,3,0,0,0,0,0,0,0,1,0,0
67_2_4,67_2_4_masked.jpg,67_2_4_binary.jpg,67,2,4,0,0,0,0,0,0,0,0,0,0
67_2_5,67_2_5_masked.jpg,67_2_5_binary.jpg,67,2,5,0,0,0,0,0,0,0,1,0,0
68_1_6,68_1_6_masked.jpg,68_1_6_binary.jpg,68,1,6,0,0,0,0,0,0,0,0,0,0
68_1_7,68_1_7_masked.jpg,68_1_7_binary.jpg,68,1,7,0,0,0,1,0,0,0,0,0,0
68_1_8,68_1_8_masked.jpg,68_1_8_binary.jpg,68,1,8,0,0,0,0,0,0,0,0,0,0
68_1_9,68_1_9_masked.jpg,68_1_9_binary.jpg,68,1,9,0,0,0,0,0,0,0,0,0,0
68_1_10,68_1_10_masked.jpg,68_1_10_binary.jpg,68,1,10,0,0,0,0,0,0,0,0,0,0
68_2_1,68_2_1_masked.jpg,68_2_1_binary.jpg,68,2,1,0,0,0,0,0,0,0,0,0,0
68_2_2,68_2_2_masked.jpg,68_2_2_binary.jpg,68,2,2,0,0,1,0,0,0,0,0,0,0
68_2_3,68_2_3_masked.jpg,68_2_3_binary.jpg,68,2,3,0,0,0,1,0,0,0,0,0,0
68_2_4,68_2_4_masked.jpg,68_2_4_binary.jpg,68,2,4,0,0,1,0,0,0,0,0,0,0
68_2_5,68_2_5_masked.jpg,68_2_5_binary.jpg,68,2,5,0,0,0,0,1,0,0,0,0,0
69_1_6,69_1_6_masked.jpg,69_1_6_binary.jpg,69,1,6,0,0,0,1,0,0,0,0,0,0
69_1_7,69_1_7_masked.jpg,69_1_7_binary.jpg,69,1,7,0,0,0,1,0,0,0,0,0,1
69_1_8,69_1_8_masked.jpg,69_1_8_binary.jpg,69,1,8,0,0,0,1,0,0,0,0,0,1
69_1_9,69_1_9_masked.jpg,69_1_9_binary.jpg,69,1,9,0,0,0,0,1,0,0,0,0,0
69_1_10,69_1_10_masked.jpg,69_1_10_binary.jpg,69,1,10,0,0,0,0,0,0,0,0,0,0
69_2_1,69_2_1_masked.jpg,69_2_1_binary.jpg,69,2,1,0,0,0,0,0,0,0,0,0,0
69_2_2,69_2_2_masked.jpg,69_2_2_binary.jpg,69,2,2,0,0,0,1,0,0,0,0,0,0
69_2_3,69_2_3_masked.jpg,69_2_3_binary.jpg,69,2,3,0,0,0,1,0,0,0,0,0,0
69_2_4,69_2_4_masked.jpg,69_2_4_binary.jpg,69,2,4,0,0,0,0,0,0,0,0,0,0
69_2_5,69_2_5_masked.jpg,69_2_5_binary.jpg,69,2,5,0,0,0,0,0,0,0,0,0,0
70_1_6,70_1_6_masked.jpg,70_1_6_binary.jpg,70,1,6,0,0,0,0,0,0,0,0,0,0
70_1_7,70_1_7_masked.jpg,70_1_7_binary.jpg,70,1,7,0,1,0,0,0,0,0,0,0,0
70_1_8,70_1_8_masked.jpg,70_1_8_binary.jpg,70,1,8,0,0,0,0,0,0,0,0,0,0
70_1_9,70_1_9_masked.jpg,70_1_9_binary.jpg,70,1,9,0,0,0,1,0,0,0,0,0,1
70_1_10,70_1_10_masked.jpg,70_1_10_binary.jpg,70,1,10,0,1,0,0,0,0,0,0,0,0
70_2_1,70_2_1_masked.jpg,70_2_1_binary.jpg,70,2,1,0,0,0,0,0,0,0,0,0,0
70_2_2,70_2_2_masked.jpg,70_2_2_binary.jpg,70,2,2,0,0,0,0,0,0,0,0,0,0
70_2_3,70_2_3_masked.jpg,70_2_3_binary.jpg,70,2,3,0,0,0,1,0,0,0,0,0,0
70_2_4,70_2_4_masked.jpg,70_2_4_binary.jpg,70,2,4,0,1,0,0,0,0,0,0,0,0
70_2_5,70_2_5_masked.jpg,70_2_5_binary.jpg,70,2,5,0,0,0,0,1,0,0,0,0,0
71_1_6,71_1_6_masked.jpg,71_1_6_binary.jpg,71,1,6,0,0,0,0,0,0,0,0,0,0
71_1_7,71_1_7_masked.jpg,71_1_7_binary.jpg,71,1,7,0,0,0,0,0,0,0,0,0,0
71_1_8,71_1_8_masked.jpg,71_1_8_binary.jpg,71,1,8,0,0,0,0,0,0,0,0,0,0
71_1_9,71_1_9_masked.jpg,71_1_9_binary.jpg,71,1,9,0,0,0,0,0,0,0,0,0,0
71_1_10,71_1_10_masked.jpg,71_1_10_binary.jpg,71,1,10,0,0,0,1,0,0,0,0,0,0
71_2_1,71_2_1_masked.jpg,71_2_1_binary.jpg,71,2,1,0,0,0,0,0,0,0,0,0,0
71_2_2,71_2_2_masked.jpg,71_2_2_binary.jpg,71,2,2,0,0,0,0,1,0,0,0,0,0
71_2_3,71_2_3_masked.jpg,71_2_3_binary.jpg,71,2,3,0,0,0,0,0,0,0,0,0,0
71_2_4,71_2_4_masked.jpg,71_2_4_binary.jpg,71,2,4,0,0,0,0,0,0,0,0,0,0
71_2_5,71_2_5_masked.jpg,71_2_5_binary.jpg,71,2,5,0,0,0,0,0,0,0,0,0,0
72_1_6,72_1_6_masked.jpg,72_1_6_binary.jpg,72,1,6,0,0,0,0,0,0,0,0,0,0
72_1_7,72_1_7_masked.jpg,72_1_7_binary.jpg,72,1,7,0,0,0,0,0,0,0,0,0,0
72_1_8,72_1_8_masked.jpg,72_1_8_binary.jpg,72,1,8,0,0,0,0,0,0,0,0,0,0
72_1_9,72_1_9_masked.jpg,72_1_9_binary.jpg,72,1,9,0,0,0,0,0,0,0,0,0,0
72_1_10,72_1_10_masked.jpg,72_1_10_binary.jpg,72,1,10,0,0,0,0,0,0,0,0,0,0
72_2_1,72_2_1_masked.jpg,72_2_1_binary.jpg,72,2,1,0,0,0,0,0,0,0,0,0,0
72_2_2,72_2_2_masked.jpg,72_2_2_binary.jpg,72,2,2,0,0,0,0,0,0,0,0,0,0
72_2_3,72_2_3_masked.jpg,72_2_3_binary.jpg,72,2,3,1,0,0,0,0,0,0,0,0,0
72_2_4,72_2_4_masked.jpg,72_2_4_binary.jpg,72,2,4,0,0,0,0,0,0,0,0,0,0
72_2_5,72_2_5_masked.jpg,72_2_5_binary.jpg,72,2,5,0,0,0,0,0,0,0,0,0,0
73_1_6,73_1_6_masked.jpg,73_1_6_binary.jpg,73,1,6,0,0,0,0,0,0,0,0,0,0
